#
# $Id$
#
# -----------------------------------------------------------------------------------------------------							
#							
# This first section includes a set of "custom" QTs							
# which are commonly used but not defined elsewhere.							
#							
# Name	DataType	Scale	MAGE Subclass	isBackground	ConfidenceIndicator target QT	Channel	Description
>>>Tab2MAGE_FGEM[ebi.ac.uk]							
Saturated spot_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	1 if the spot was qualified as saturated, 0 if it was not.
Saturated spot_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	1 if the spot was qualified as saturated, 0 if it was not.
Selected spot_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	1 if the spot was selected in the software view at time of save, 0 if not.
Selected spot_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	1 if the spot was selected in the software view at time of save, 0 if not.
Shape Regularity	float	linear_scale	SpecializedQuantitationType				
Shape Regularity Failed_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	
Shape Regularity Failed_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	
Shape Regularity_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	The signal area of a spot is inscribed into a circle, then the number of non-signal pixels that fall within this circle is computed and divided by area of circle. This ratio is subtracted from 1 to give the Shape Regularity.
Shape Regularity_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	The signal area of a spot is inscribed into a circle, then the number of non-signal pixels that fall within this circle is computed and divided by area of circle. This ratio is subtracted from 1 to give the Shape Regularity.
Shape regularity failed_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	0 if the spot passed shape regularity test, 1 if it did not.
Shape regularity failed_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	0 if the spot passed shape regularity test, 1 if it did not.
Signal Area_Cy3	integer	linear_scale	SpecializedQuantitationType			Cy3	Number of pixels in the local signal region.
Signal Area_Cy5	integer	linear_scale	SpecializedQuantitationType			Cy5	Number of pixels in the local signal region.
Signal Contamination Present_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	
Signal Contamination Present_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	
Signal Mean	float	linear_scale	MeasuredSignal				
Signal Mean_Cy3	float	linear_scale	MeasuredSignal			Cy3	Pixel intensity averaged over the local signal region.
Signal Mean_Cy5	float	linear_scale	MeasuredSignal			Cy5	Pixel intensity averaged over the local signal region.
Signal Median_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	Median pixel intensity computed over the local signal region.
Signal Median_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	Median pixel intensity computed over the local signal region.
Signal Mode_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	Mode pixel intensity computed over the local signal region (mode corresponds to the pick location in intensity distribution).
Signal Mode_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	Mode pixel intensity computed over the local signal region (mode corresponds to the pick location in intensity distribution).
Signal Stdev	float	linear_scale	Error		Signal Mean		
Signal Stdev_Cy3	float	linear_scale	Error		Signal Mean_Cy3	Cy3	Standard deviation of pixel intensities over the local signal region.
Signal Stdev_Cy5	float	linear_scale	Error		Signal Mean_Cy5	Cy5	Standard deviation of pixel intensities over the local signal region.
Signal Total_Cy3	integer	linear_scale	SpecializedQuantitationType			Cy3	Total pixel intensity summed over the local signal region.
Signal Total_Cy5	integer	linear_scale	SpecializedQuantitationType			Cy5	Total pixel intensity summed over the local signal region.
Signal contamination present_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	0 if the spot passed signal contamination test, 1 if it did not.
Signal contamination present_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	0 if the spot passed signal contamination test, 1 if it did not.
Spot Area_Cy3	integer	linear_scale	SpecializedQuantitationType			Cy3	Signal Area plus Ignored Area.
Spot Area_Cy5	integer	linear_scale	SpecializedQuantitationType			Cy5	Signal Area plus Ignored Area.
XCoord	float	linear_scale	SpecializedQuantitationType				
XCoord_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	X coordinate (in pixels) of grid circle corresponding to the spot.
XCoord_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	X coordinate (in pixels) of grid circle corresponding to the spot.
YCoord	float	linear_scale	SpecializedQuantitationType				
YCoord_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	Y coordinate (in pixels) of grid circle corresponding to the spot.
YCoord_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	Y coordinate (in pixels) of grid circle corresponding to the spot.
>>>NimbleScan[NimbleGen Systems]							
GENE_EXPR_OPTION	string_datatype	unscaled	SpecializedQuantitationType				The CONTAINER name from the design file, if analysis was done by container or WHOLE_ARRAY if all replicate probe sets were combined into a single set. The default analysis is normally by container. CONTAINER names are generally named FORWARD/REVERSE/BLOCK
IMAGE_ID_CY3	string_datatype	unscaled	SpecializedQuantitationType			Cy3	The name of the image the data was extracted from, minus the .tif extension. For NimbleGen data sets, this will be the array identifier plus any additional information, like wavelength used to scan the array, or photomultiplier tube setting. The array ID
IMAGE_ID_CY5	string_datatype	unscaled	SpecializedQuantitationType			Cy5	The name of the image the data was extracted from, minus the .tif extension. For NimbleGen data sets, this will be the array identifier plus any additional information, like wavelength used to scan the array, or photomultiplier tube setting. The array ID
IMAGE_ID	string_datatype	unscaled	SpecializedQuantitationType				The name of the image the data was extracted from, minus the .tif extension. For NimbleGen data sets, this will be the array identifier plus any additional information, like wavelength used to scan the array, or photomultiplier tube setting. The array ID
MATCH_INDEX	integer	linear_scale	SpecializedQuantitationType				Integer number that ties probe pairs together. Using the combination of MATCH_INDEX and MISMATCH you can retrieve and distinguish the members of the probe pair. Required for expression arrays with mismatches. Must be unique for each probe pair of a given
MM_CY3	float	linear_scale	SpecializedQuantitationType			Cy3	The mismatch signal intensity for the probe pair. Will range from 0 to 65536. Will be zero for perfect match only designs.
MM_CY5	float	linear_scale	SpecializedQuantitationType			Cy5	The mismatch signal intensity for the probe pair. Will range from 0 to 65536. Will be zero for perfect match only designs.
PM_CY3	float	linear_scale	MeasuredSignal			Cy3	The perfect match signal intensity for the probe pair. Will range from 0 to 65536.
PM_CY5	float	linear_scale	MeasuredSignal			Cy5	The perfect match signal intensity for the probe pair. Will range from 0 to 65536.
MM	float	linear_scale	SpecializedQuantitationType				The mismatch signal intensity for the probe pair. Will range from 0 to 65536. Will be zero for perfect match only designs.
PM	float	linear_scale	MeasuredSignal				The perfect match signal intensity for the probe pair. Will range from 0 to 65536.
POSITION	integer	linear_scale	SpecializedQuantitationType				Position of the PROBE_SEQUENCE in the sequence/region of interest, starting from the left/5-prime end.
PROBE_ID	string_datatype	unscaled	SpecializedQuantitationType				The NimbleGen probe identifier. Used to identify a probe sequence within a design. Limited to 50 characters. For expression designs, a PROBE_ID is a 17 character string that looks like HSAP00P0001724033. The first four letters (HSAP) are the species code.
SEQ_ID	string_datatype	unscaled	SpecializedQuantitationType				The NimbleGen sequence identifier. Used to group the probe pairs together for determining gene expression summary values. Required - must be unique for each sequence/region of interest. Limited to 50 characters.
SEQ_URL	string_datatype	unscaled	SpecializedQuantitationType				When populated, URL to sequence information for the SEQ_ID.
>>>QuantArray[PerkinElmer]							
Cy3 Area	integer	linear_scale	SpecializedQuantitationType			Cy3	The area of the spot given as the number of pixels (in sq. microns). Used to determine whether the spot is close to the expected size or is an artifact on the slide.
Cy3 Area Filter	boolean	linear_scale	SpecializedQuantitationType			Cy3	
Cy3 Background	float	linear_scale	MeasuredSignal	1		Cy3	Mean pixel Cy3 background intensity in Channel Cy3.
Cy3 Background Std Dev	float	linear_scale	Error	1	Cy3 Background	Cy3	Standard deviation of the raw Cy3 background pixel intensity.
Cy3 Background Subtr				1		Cy3	
Cy3 Bkg. Uniformity	float	linear_scale	SpecializedQuantitationType	1		Cy3	The uniformity of the pixels used in the background intensity calculation.
Cy3 Bkg. Uniformity Filter	boolean	linear_scale	SpecializedQuantitationType			Cy3	
Cy3 Circularity	float	linear_scale	SpecializedQuantitationType			Cy3	Reports the degree to which a spot is close to a perfect circle. This measurement is used to determine the print quality of the microarray.
Cy3 Circularity Filter	boolean	linear_scale	SpecializedQuantitationType			Cy3	
Cy3 Confidence	integer	linear_scale	SpecializedQuantitationType			Cy3	Unused QuantArray feature, will always = 1.
Cy3 Diameter	float	linear_scale	SpecializedQuantitationType			Cy3	Average diameter of the spot (in microns). Used to determine whether the spot is close to the expected size or is perhaps an artifact on the slide.
Cy3 Diameter Filter	boolean	linear_scale	SpecializedQuantitationType			Cy3	
Cy3 Footprint	float	linear_scale	SpecializedQuantitationType			Cy3	The distance between the expected position of a spot and its actual measured position (in microns).
Cy3 Footprint Filter	boolean	linear_scale	SpecializedQuantitationType			Cy3	
Cy3 Intensity	float	linear_scale	MeasuredSignal			Cy3	Mean pixel Cy3 foreground intensity in Channel Cy3.
Cy3 Intensity Std Dev	float	linear_scale	Error		Cy3 Intensity	Cy3	Standard deviation of the raw Cy3 foreground pixel intensity.
Cy3 Normalized & BackSubtr				1		Cy3	
Cy3 Normalized & BackSubtr Ratio				1		Cy3	
Cy3 Percent	float	linear_scale	SpecializedQuantitationType			Cy3	The portion of the overall spot fluorescence contributed by channel Cy3 (in percent).
Cy3 Ratio	float	linear_scale	SpecializedQuantitationType			Cy3	The portion of the overall spot fluorescence contributed by channel Cy3 (normalized so that channel Cy3 contribution equals 1).
Cy3 Replicate Filter	boolean	linear_scale	SpecializedQuantitationType			Cy3	
Cy3 Signal Noise Ratio	float	linear_scale	Ratio	1		Cy3	The ratio of spot intensity to the standard deviation of the local background of all spots in the microarray. Spots with a low Signal/Noise Ratio can be quickly identified for later reviews.
Cy3 Signal Noise Ratio Filter	float	linear_scale	SpecializedQuantitationType			Cy3	
Cy3 Spot Uniformity	float	linear_scale	SpecializedQuantitationType			Cy3	The uniformity of the pixels used in the spot foreground intensity calculation.This helps in determining the quality of the spot and aids in selecting the correct quantification output method.
Cy3 Spot Uniformity Filter	boolean	linear_scale	SpecializedQuantitationType			Cy3	
Cy5 Area	integer	linear_scale	SpecializedQuantitationType			Cy5	The area of the spot given as the number of pixels (in sq. microns). Used to determine whether the spot is close to the expected size or is an artifact on the slide.
Cy5 Area Filter	boolean	linear_scale	SpecializedQuantitationType			Cy5	
Cy5 Background	float	linear_scale	MeasuredSignal	1		Cy5	Mean pixel Cy5 background intensity in Channel Cy5.
Cy5 Background Std Dev	float	linear_scale	Error	1	Cy5 Background	Cy5	Standard deviation of the raw Cy5 background pixel intensity.
Cy5 Background Subtr				1		Cy5	
Cy5 Bkg. Uniformity	float	linear_scale	SpecializedQuantitationType	1		Cy5	The uniformity of the pixels used in the background intensity calculation.
Cy5 Bkg. Uniformity Filter	boolean	linear_scale	SpecializedQuantitationType			Cy5	
Cy5 Circularity	float	linear_scale	SpecializedQuantitationType			Cy5	Reports the degree to which a spot is close to a perfect circle. This measurement is used to determine the print quality of the microarray.
Cy5 Circularity Filter	boolean	linear_scale	SpecializedQuantitationType			Cy5	
Cy5 Confidence	integer	linear_scale	SpecializedQuantitationType			Cy5	Unused QuantArray feature, will always = 1.
Cy5 Diameter	float	linear_scale	SpecializedQuantitationType			Cy5	Average diameter of the spot (in microns). Used to determine whether the spot is close to the expected size or is perhaps an artifact on the slide.
Cy5 Diameter Filter	boolean	linear_scale	SpecializedQuantitationType			Cy5	
Cy5 Footprint	float	linear_scale	SpecializedQuantitationType			Cy5	The distance between the expected position of a spot and its actual measured position (in microns).
Cy5 Footprint Filter	boolean	linear_scale	SpecializedQuantitationType			Cy5	
Cy5 Intensity	float	linear_scale	MeasuredSignal			Cy5	Mean pixel Cy5 foreground intensity in Channel Cy5.
Cy5 Intensity Std Dev	float	linear_scale	Error		Cy5 Intensity	Cy5	Standard deviation of the raw Cy5 foreground pixel intensity.
Cy5 Normalized & BackSubtr				1		Cy5	
Cy5 Normalized & BackSubtr Ratio				1		Cy5	
Cy5 Percent	float	linear_scale	SpecializedQuantitationType			Cy5	The portion of the overall spot fluorescence contributed by channel Cy5 (in percent).
Cy5 Ratio	float	linear_scale	SpecializedQuantitationType			Cy5	The portion of the overall spot fluorescence contributed by channel Cy5 (normalized so that channel Cy5 contribution equals 1).
Cy5 Replicate Filter	boolean	linear_scale	SpecializedQuantitationType			Cy5	
Cy5 Signal Noise Ratio	float	linear_scale	Ratio	1		Cy5	The ratio of spot intensity to the standard deviation of the local background of all spots in the microarray. Spots with a low Signal/Noise Ratio can be quickly identified for later reviews.
Cy5 Signal Noise Ratio Filter	float	linear_scale	SpecializedQuantitationType			Cy5	
Cy5 Spot Uniformity	float	linear_scale	SpecializedQuantitationType			Cy5	The uniformity of the pixels used in the spot foreground intensity calculation.This helps in determining the quality of the spot and aids in selecting the correct quantification output method.
Cy5 Spot Uniformity Filter	boolean	linear_scale	SpecializedQuantitationType			Cy5	
Ignore Filter	integer	linear_scale	SpecializedQuantitationType				Whether the feature quantitation is used in down-stream analysis (flagging feature as valid): 0 = feature invalid (null data); 1 = feature valid.
Number	integer	linear_scale	SpecializedQuantitationType				Unique integer for each spot.
X Location	integer	linear_scale	SpecializedQuantitationType				X pixel coordinate of spot center.
Y Location	integer	linear_scale	SpecializedQuantitationType				Y pixel coordinate of spot center.
log_normalised	float	log_base_2	Ratio				Ratio = log2 Cy5 - log2 Cy3, for dyeswap ratio *-1
normalised log(cy3/cy5) ratio	float	log	Ratio	0			
normalised log(cy5/cy3) ratio	float	log	Ratio	0			
Cy3 Background Mean	float	linear_scale	MeasuredSignal	1		Cy3	Mean pixel Cy3 background intensity in Channel Cy3.
Cy3 Background Median	integer	linear_scale	SpecializedQuantitationType	1		Cy3	Median pixel Cy3 background intensity in Channel Cy3.
Cy3 Background Mode	float	linear_scale	SpecializedQuantitationType	1		Cy3	Mode of pixel Cy3 background intensity in Channel Cy3.
Cy3 Background Total	integer	linear_scale	SpecializedQuantitationType	1		Cy3	Total pixel Cy3 background intensity in Channel Cy3.
Cy3 Flag	integer	unscaled	SpecializedQuantitationType			Cy3	
Cy3 Signal Mean	float	linear_scale	MeasuredSignal			Cy3	Mean pixel Cy3 foreground intensity in Channel Cy3.
Cy3 Signal Median	integer	linear_scale	SpecializedQuantitationType			Cy3	Median pixel Cy3 foreground intensity in Channel Cy3.
Cy3 Signal Mode	float	linear_scale	SpecializedQuantitationType			Cy3	Mode of pixel Cy3 foreground intensity in Channel Cy3.
Cy3 Signal Total	integer	linear_scale	SpecializedQuantitationType			Cy3	Total pixel Cy3 foreground intensity in Channel Cy3.
Cy5 Background Mean	float	linear_scale	MeasuredSignal	1		Cy5	Mean pixel Cy5 background intensity in Channel Cy5.
Cy5 Background Median	integer	linear_scale	SpecializedQuantitationType	1		Cy5	Median pixel Cy5 background intensity in Channel Cy5.
Cy5 Background Mode	float	linear_scale	SpecializedQuantitationType	1		Cy5	Mode of pixel Cy5 background intensity in Channel Cy5.
Cy5 Background Total	integer	linear_scale	SpecializedQuantitationType	1		Cy5	Total pixel Cy5 background intensity in Channel Cy5.
Cy5 Flag	integer	unscaled	SpecializedQuantitationType			Cy5	
Cy5 Signal Mean	float	linear_scale	MeasuredSignal			Cy5	Mean pixel Cy5 foreground intensity in Channel Cy5.
Cy5 Signal Median	integer	linear_scale	SpecializedQuantitationType			Cy5	Median pixel Cy5 foreground intensity in Channel Cy5.
Cy5 Signal Mode	float	linear_scale	SpecializedQuantitationType			Cy5	Mode of pixel Cy5 foreground intensity in Channel Cy5.
Cy5 Signal Total	integer	linear_scale	SpecializedQuantitationType			Cy5	Total pixel Cy5 foreground intensity in Channel Cy5.
>>>ScanAlyze[Stanford University]							
BGPIX	integer	linear_scale	SpecializedQuantitationType	1			Number of background pixels.
BOT	integer	linear_scale	SpecializedQuantitationType				Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).
CH1AB	float	linear_scale	SpecializedQuantitationType	1		Cy3	Mean intensities of background pixels of Cy3.
CH1B	float	linear_scale	MeasuredSignal	1		Cy3	Median intensities of background pixels of Cy3.
CH1EDGEA	float	linear_scale	SpecializedQuantitationType			Cy3	Mean magnitude of the horizontal & vertical Sobel edge vectors contained within each spot, for Cy3.
CH1GTB1	float	linear_scale	SpecializedQuantitationType			Cy3	Fraction of pixels in the spot greater than background (CH1B) of Cy3.
CH1GTB2	float	linear_scale	SpecializedQuantitationType			Cy3	Fraction of pixels in the spot greater than 1.5x the background (CH1B) for Cy3.
CH1I	float	linear_scale	MeasuredSignal			Cy3	Uncorrected Cy3 mean pixel intensity.
CH1KSD	float	linear_scale	SpecializedQuantitationType			Cy3	Value of Komogorov-Smirnov statistic that assesses the likelihood that the spot pixel intensity is drawn from the background distribution, for Cy3.
CH1KSP	float	linear_scale	SpecializedQuantitationType			Cy3	Probability value of Komogorov-Smirnov statistic that assesses the likelihood that the spot pixel intensity is drawn from the background distribution, for Cy3.
CH2AB	float	linear_scale	SpecializedQuantitationType	1		Cy5	Mean intensities of background pixels of Cy5.
CH2B	float	linear_scale	MeasuredSignal	1		Cy5	Median intensities of background pixels of Cy5.
CH2EDGEA	float	linear_scale	SpecializedQuantitationType			Cy5	Mean magnitude of the horizontal & vertical Sobel edge vectors contained within each spot, for Cy5.
CH2GTB1	float	linear_scale	SpecializedQuantitationType			Cy5	Fraction of pixels in the spot greater than background (CH2B) of Cy5.
CH2GTB2	float	linear_scale	SpecializedQuantitationType			Cy5	Fraction of pixels in the spot greater than 1.5x the background (CH2B) for Cy5.
CH2I	float	linear_scale	MeasuredSignal			Cy5	Uncorrected Cy5 mean pixel intensity.
CH2KSD	float	linear_scale	SpecializedQuantitationType			Cy5	Value of Komogorov-Smirnov statistic that assesses the likelihood that the spot pixel intensity is drawn from the background distribution, for Cy5.
CH2KSP	float	linear_scale	SpecializedQuantitationType			Cy5	Probability value of Komogorov-Smirnov statistic that assesses the likelihood that the spot pixel intensity is drawn from the background distribution, for Cy5.
COL	integer	linear_scale	SpecializedQuantitationType				The column within the grid that the spot is contained.
CORR	float	linear_scale	SpecializedQuantitationType				The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.
EDGE	integer	unscaled	SpecializedQuantitationType				
FLAG	integer	unscaled	Failed				User defined spot flag (default 0).
GRID	integer	linear_scale	SpecializedQuantitationType				The grid in which the spot is contained.
LEFT	integer	linear_scale	SpecializedQuantitationType				Box left: int(((centerY - radius) - yoffset) / pixelSize).
LFRAT	float	linear_scale	SpecializedQuantitationType				When single pixel intensities on channel 1 (Cy3) are plotted against those in channel 2 (Cy5) they fall on a straight line with a slope equal to the ratio. The least-squares fit of a line to the points, minimizing the sum of the squares shortest distance
MRAT	float	linear_scale	SpecializedQuantitationType				Contains median of Ch2PI-CH2B/Ch1PI-CH1B where Ch1PI & Ch2PI represent single pixel intensities.
RAT2	float	linear_scale	Ratio				Ratio of the arithmetic mean intensities of each spot for each wavelength, with the median background subtracted. Channel 2/Channel 1 ratio, (CH2I - CH2B)/(CH1 - CH1B) or Red/Green ratio.
REGR	float	linear_scale	SpecializedQuantitationType				When single pixel intensities on channel 1 (Cy3) are plotted against those in channel 2 (Cy5) they fall on a straight line with a slope equal to the ratio. This represents the linear regression of Cy5 on Cy3.
RIGHT	integer	linear_scale	SpecializedQuantitationType				Box right: int(((centerY + radius) - yoffset) / pixelSize).
SPIX	integer	linear_scale	SpecializedQuantitationType				Count of the number of pixels in the spot.
SPOT	integer	linear_scale	SpecializedQuantitationType				Unique index of spot in file - counting starts with grid1, moves along row1 from column1 until the last column, then advances to the next row; after all rows in grid1 are assigned an index, counting proceeds to grid2, etc...
TOP	integer	linear_scale	SpecializedQuantitationType				Box top: int(((centerX - radius) - Xoffset) / pixelSize).
>>>ScanArray Express[PerkinElmer]							
% > B543+1SD	float	linear_scale	SpecializedQuantitationType			Cy3	The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, in the 543nm channel.
% > B543+2SD	float	linear_scale	SpecializedQuantitationType			Cy3	The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, in the 543nm channel.
% > B633+1SD	float	linear_scale	SpecializedQuantitationType			Cy5	The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, in the 633nm channel.
% > B633+2SD	float	linear_scale	SpecializedQuantitationType			Cy5	The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, in the 633nm channel.
B Pixels	integer	linear_scale	SpecializedQuantitationType				The total number of background pixels.
B543 Mean	float	linear_scale	MeasuredSignal	1		Cy3	Mean pixel background intensity in 543nm channel.
B543 Median	float	linear_scale	SpecializedQuantitationType	1		Cy3	Median pixel background intensity in 543nm channel.
B543 SD	float	linear_scale	Error	1	B543 Median	Cy3	Standard deviation of the raw 543nm background pixel intensity.
B633 Mean	float	linear_scale	MeasuredSignal	1		Cy5	Mean pixel background intensity in 633nm channel.
B633 Median	float	linear_scale	SpecializedQuantitationType	1		Cy5	Median pixel background intensity in 633nm channel.
B633 SD	float	linear_scale	Error	1	B633 Median	Cy5	Standard deviation of the raw 633nm background pixel intensity.
Cy3 % > B + 1 SD	float	linear_scale	SpecializedQuantitationType			Cy3	The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, in the Cy3 channel.
Cy3 % > B + 2 SD	float	linear_scale	SpecializedQuantitationType			Cy3	The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, in the Cy3 channel.
Cy3 B Mean	float	linear_scale	MeasuredSignal	1		Cy3	Mean pixel Cy3 background intensity in Channel Cy3.
Cy3 B Median	float	linear_scale	SpecializedQuantitationType	1		Cy3	Median pixel Cy3 background intensity in Channel Cy3.
Cy3 B SD	float	linear_scale	Error	1	Cy3 B Median	Cy3	Standard deviation of the raw Cy3 background pixel intensity.
Cy3 F % Sat.	float	linear_scale	SpecializedQuantitationType			Cy3	The percentage of feature pixels in the Cy3 channel that are saturated.
Cy3 Log Ratio							
Cy3 Mean	float	linear_scale	MeasuredSignal			Cy3	Mean pixel Cy3 foreground intensity in Channel Cy3.
Cy3 Mean - B	float	linear_scale	SpecializedQuantitationType			Cy3	The mean feature pixel intensity in the Cy3 channel with the mean background subtracted.
Cy3 Mean of Ratios							
Cy3 Median	float	linear_scale	SpecializedQuantitationType			Cy3	Median pixel Cy3 foreground intensity in Channel Cy3.
Cy3 Median - B	float	linear_scale	SpecializedQuantitationType			Cy3	The median feature pixel intensity in the Cy3 channel with the median background subtracted.
Cy3 Median of Ratios							
Cy3 N (Mean-B)	float	linear_scale	DerivedSignal			Cy3	Mean pixel Cy3 foreground intensity in Channel Cy3 with the mean background subtracted, globally normalized.
Cy3 N (Median-B)	float	linear_scale	SpecializedQuantitationType			Cy3	Median pixel Cy3 foreground intensity in Channel Cy3 with the median background subtracted, globally normalized.
Cy3 N Log Ratio							
Cy3 N Mean	float	linear_scale	DerivedSignal			Cy3	Globally normalized mean pixel Cy3 foreground intensity in Channel Cy3.
Cy3 N Mean of Ratios							
Cy3 N Median	float	linear_scale	SpecializedQuantitationType			Cy3	Globally normalized median pixel Cy3 foreground intensity in Channel Cy3.
Cy3 N Median of Ratios							
Cy3 N Ratio of Means							
Cy3 N Ratio of Medians							
Cy3 N Rgn Ratio							
Cy3 Ratio of Means							
Cy3 Ratio of Medians							
Cy3 Ratios SD							
Cy3 Rgn Ratio							
Cy3 Rgn R%G�%@							
Cy3 SD	float	linear_scale	Error		Cy3 Median	Cy3	Standard deviation of the raw Cy3 foreground pixel intensity.
Cy3 SignalNoiseRatio	float	linear_scale	Ratio			Cy3	The ratio of spot Cy3 intensity to the standard deviation of the local Cy3 background of all spots in the microarray. Spots with a low Signal/Noise Ratio can be quickly identified for later reviews.
Cy5 % > B + 1 SD	float	linear_scale	SpecializedQuantitationType			Cy5	The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, in the Cy5 channel.
Cy5 % > B + 2 SD	float	linear_scale	SpecializedQuantitationType			Cy5	The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, in the Cy5 channel.
Cy5 B Mean	float	linear_scale	MeasuredSignal	1		Cy5	Mean pixel Cy5 background intensity in Channel Cy5.
Cy5 B Median	float	linear_scale	SpecializedQuantitationType	1		Cy5	Median pixel Cy5 background intensity in Channel Cy5.
Cy5 B SD	float	linear_scale	Error	1	Cy5 B Median	Cy5	Standard deviation of the raw Cy5 background pixel intensity.
Cy5 F % Sat.	float	linear_scale	SpecializedQuantitationType			Cy5	The percentage of feature pixels in the Cy5 channel that are saturated.
Cy5 Log Ratio							
Cy5 Mean	float	linear_scale	MeasuredSignal			Cy5	Mean pixel Cy5 foreground intensity in Channel Cy5.
Cy5 Mean - B	float	linear_scale	SpecializedQuantitationType			Cy5	The mean feature pixel intensity in the Cy5 channel with the mean background subtracted.
Cy5 Mean of Ratios							
Cy5 Median	float	linear_scale	SpecializedQuantitationType			Cy5	Median pixel Cy5 foreground intensity in Channel Cy5.
Cy5 Median - B	float	linear_scale	SpecializedQuantitationType			Cy5	The median feature pixel intensity in the Cy5 channel with the median background subtracted.
Cy5 Median of Ratios							
Cy5 N (Mean-B)	float	linear_scale	DerivedSignal			Cy5	Mean pixel Cy5 foreground intensity in Channel Cy5 with the mean background subtracted, globally normalized.
Cy5 N (Median-B)	float	linear_scale	SpecializedQuantitationType			Cy5	Median pixel Cy5 foreground intensity in Channel Cy5 with the median background subtracted, globally normalized.
Cy5 N Log Ratio							
Cy5 N Mean	float	linear_scale	DerivedSignal			Cy5	Globally normalized mean pixel Cy5 foreground intensity in Channel Cy5.
Cy5 N Mean of Ratios							
Cy5 N Median	float	linear_scale	SpecializedQuantitationType			Cy5	Globally normalized median pixel Cy5 foreground intensity in Channel Cy5.
Cy5 N Median of Ratios							
Cy5 N Ratio of Means							
Cy5 N Ratio of Medians							
Cy5 N Rgn Ratio							
Cy5 Ratio of Means							
Cy5 Ratio of Medians							
Cy5 Ratios SD							
Cy5 Rgn Ratio							
Cy5 Rgn R%G�%@							
Cy5 SD	float	linear_scale	Error		Cy5 Median	Cy5	Standard deviation of the raw Cy5 foreground pixel intensity.
Cy5 SignalNoiseRatio	float	linear_scale	Ratio			Cy5	The ratio of spot Cy5 intensity to the standard deviation of the local Cy5 background of all spots in the microarray. Spots with a low Signal/Noise Ratio can be quickly identified for later reviews.
Dia.	integer	linear_scale	SpecializedQuantitationType				The diameter in um of the feature-indicator.
Diameter	integer	linear_scale	SpecializedQuantitationType				The diameter in um of the feature-indicator.
F Pixels	integer	linear_scale	SpecializedQuantitationType				The total number of feature pixels.
F543 % Sat.	float	linear_scale	SpecializedQuantitationType			Cy3	The percentage of feature pixels in the 543nm channel that are saturated.
F543 Mean	float	linear_scale	MeasuredSignal			Cy3	Mean pixel foreground intensity in 543nm channel.
F543 Mean - B543	float	linear_scale	SpecializedQuantitationType			Cy3	The mean feature pixel intensity in the 543nm channel with the mean background subtracted.
F543 Median	float	linear_scale	SpecializedQuantitationType			Cy3	Median pixel foreground intensity in 543nm channel.
F543 Median - B543	float	linear_scale	SpecializedQuantitationType			Cy3	The median feature pixel intensity in the 543nm channel with the median background subtracted.
F543 SD	float	linear_scale	Error		F543 Median	Cy3	Standard deviation of the raw 543nm foreground pixel intensity.
F633 % Sat.	float	linear_scale	SpecializedQuantitationType			Cy5	The percentage of feature pixels in the 633nm channel that are saturated.
F633 Mean	float	linear_scale	MeasuredSignal			Cy5	Mean pixel foreground intensity in 633nm channel.
F633 Mean - B633	float	linear_scale	SpecializedQuantitationType			Cy5	The mean feature pixel intensity in the 633nm channel with the mean background subtracted.
F633 Median	float	linear_scale	SpecializedQuantitationType			Cy5	Median pixel foreground intensity in 633nm channel.
F633 Median - B633	float	linear_scale	SpecializedQuantitationType			Cy5	The median feature pixel intensity in the 633nm channel with the median background subtracted.
F633 SD	float	linear_scale	Error		F633 Median	Cy5	Standard deviation of the raw 633nm foreground pixel intensity.
